name.1,wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc,bugs
0.0,8.0,2.0,0.0,8.0,31.0,28.0,1.0,7.0,1.0,2.0,394.0,0.0,0.0,0.588235294,0.347222222,1.0,1.0,48.25,7.0,3.125,1.0
1.0,5.0,0.0,0.0,9.0,17.0,10.0,2.0,8.0,2.0,2.0,97.0,0.0,0.0,0.0,0.45,0.0,0.0,18.4,2.0,1.0,0.0
2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
3.0,13.0,3.0,0.0,41.0,73.0,50.0,5.0,41.0,5.0,0.892857143,344.0,0.7142857140000001,0.0,0.64516129,0.25,1.0,1.0,24.92307692,5.0,1.6154,0.0
4.0,7.0,2.0,0.0,6.0,13.0,17.0,4.0,2.0,7.0,0.75,46.0,1.0,1.0,0.333333333,0.428571429,0.0,0.0,5.285714286,1.0,0.8571,0.0
5.0,6.0,1.0,6.0,11.0,14.0,15.0,7.0,4.0,5.0,2.0,52.0,0.0,0.0,0.0,0.541666667,0.0,0.0,7.666666667,2.0,1.0,0.0
6.0,10.0,4.0,0.0,11.0,25.0,45.0,3.0,11.0,8.0,1.0,101.0,1.0,0.0,0.8444444440000001,0.314814815,0.0,0.0,9.0,1.0,0.7,0.0
7.0,18.0,1.0,0.0,29.0,59.0,119.0,4.0,28.0,6.0,0.705882353,350.0,1.0,1.0,0.0,0.235294118,0.0,0.0,18.27777778,6.0,1.6111,0.0
8.0,31.0,1.0,0.0,10.0,49.0,379.0,8.0,2.0,29.0,0.855555556,328.0,1.0,0.0,0.0,0.3,0.0,0.0,9.290322581,8.0,1.3548,1.0
9.0,5.0,1.0,0.0,12.0,26.0,2.0,2.0,10.0,3.0,0.583333333,154.0,1.0,0.0,0.571428571,0.5,1.0,1.0,29.2,1.0,0.6,0.0
10.0,6.0,2.0,0.0,15.0,25.0,5.0,2.0,13.0,3.0,0.6,88.0,1.0,2.0,0.7222222220000001,0.41666666700000005,1.0,1.0,13.33333333,1.0,0.8333,1.0
11.0,1.0,2.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,2.0,7.0,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0
12.0,2.0,3.0,0.0,8.0,11.0,0.0,1.0,8.0,2.0,0.0,37.0,1.0,1.0,0.9523809520000001,0.666666667,0.0,0.0,17.0,1.0,0.5,0.0
13.0,9.0,4.0,0.0,14.0,40.0,22.0,3.0,12.0,8.0,0.708333333,244.0,1.0,1.0,0.950310559,0.25925925899999996,1.0,2.0,25.77777778,11.0,2.2222,0.0
14.0,2.0,1.0,0.0,3.0,4.0,1.0,1.0,2.0,2.0,2.0,10.0,0.0,0.0,0.0,0.666666667,0.0,0.0,4.0,1.0,0.5,0.0
15.0,4.0,2.0,0.0,4.0,7.0,4.0,3.0,1.0,2.0,0.916666667,56.0,0.25,4.0,0.857142857,0.444444444,1.0,1.0,12.0,1.0,0.5,0.0
16.0,9.0,0.0,0.0,5.0,24.0,0.0,1.0,4.0,9.0,0.0,213.0,1.0,0.0,0.0,0.37037037,0.0,0.0,22.55555556,1.0,0.8889,0.0
17.0,14.0,0.0,0.0,16.0,32.0,69.0,4.0,13.0,9.0,0.857142857,165.0,1.0,2.0,0.0,0.22115384600000002,0.0,0.0,10.28571429,3.0,1.2143,0.0
18.0,2.0,4.0,0.0,3.0,4.0,1.0,2.0,1.0,2.0,2.0,12.0,1.0,0.0,1.0,0.833333333,0.0,0.0,4.5,0.0,0.0,0.0
19.0,4.0,1.0,0.0,9.0,12.0,2.0,3.0,7.0,3.0,0.666666667,52.0,1.0,3.0,0.0,0.4,0.0,0.0,11.25,1.0,0.75,0.0
20.0,18.0,1.0,0.0,5.0,49.0,87.0,1.0,4.0,13.0,0.694117647,317.0,1.0,0.0,0.0,0.317647059,0.0,0.0,16.33333333,5.0,1.2778,0.0
21.0,5.0,1.0,0.0,2.0,7.0,4.0,0.0,2.0,4.0,0.5,25.0,1.0,0.0,0.0,0.6,0.0,0.0,3.8,1.0,0.8,0.0
22.0,2.0,1.0,0.0,6.0,6.0,0.0,1.0,5.0,2.0,0.0,31.0,1.0,0.0,0.0,0.625,0.0,0.0,14.0,1.0,0.5,0.0
23.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24.0,3.0,2.0,0.0,4.0,7.0,0.0,1.0,3.0,2.0,0.0,27.0,1.0,0.0,0.9285714290000001,0.666666667,1.0,1.0,7.666666667,1.0,0.3333,0.0
25.0,7.0,4.0,0.0,9.0,16.0,21.0,3.0,6.0,7.0,2.0,45.0,0.0,0.0,0.975308642,0.39285714299999996,3.0,4.0,5.428571429,1.0,0.5714,1.0
26.0,5.0,3.0,0.0,8.0,17.0,0.0,1.0,7.0,4.0,0.41666666700000005,82.0,1.0,1.0,0.913043478,0.5,0.0,0.0,14.8,1.0,0.4,0.0
27.0,3.0,4.0,0.0,8.0,15.0,3.0,0.0,8.0,1.0,2.0,52.0,0.0,0.0,0.9487179490000001,0.666666667,2.0,2.0,16.33333333,1.0,0.6667,0.0
28.0,7.0,2.0,0.0,7.0,26.0,0.0,1.0,6.0,5.0,0.166666667,152.0,1.0,1.0,0.684210526,0.35714285700000004,1.0,1.0,20.42857143,4.0,1.2857,0.0
29.0,3.0,3.0,0.0,7.0,10.0,3.0,4.0,3.0,2.0,2.0,32.0,0.0,0.0,0.9,0.666666667,0.0,0.0,9.666666667000001,1.0,0.6667,0.0
30.0,11.0,4.0,0.0,8.0,23.0,51.0,1.0,8.0,11.0,0.6,96.0,1.0,0.0,0.9575757579999999,0.345454545,2.0,3.0,7.545454545,1.0,0.6364,1.0
31.0,2.0,1.0,0.0,6.0,10.0,0.0,1.0,5.0,2.0,0.0,46.0,1.0,1.0,0.0,0.666666667,0.0,0.0,21.5,1.0,0.5,0.0
32.0,4.0,1.0,0.0,2.0,5.0,0.0,2.0,0.0,4.0,0.333333333,21.0,1.0,0.0,0.0,0.75,0.0,0.0,4.0,1.0,0.5,0.0
33.0,6.0,1.0,0.0,16.0,52.0,9.0,6.0,10.0,3.0,0.6,297.0,0.5,0.0,0.0,0.35,0.0,0.0,48.16666667,7.0,3.5,0.0
34.0,9.0,3.0,0.0,9.0,20.0,26.0,1.0,9.0,6.0,0.84375,81.0,0.75,0.0,0.85,0.325,1.0,1.0,7.555555556,2.0,0.7778,0.0
35.0,3.0,1.0,0.0,5.0,9.0,1.0,2.0,5.0,3.0,0.5,28.0,1.0,1.0,0.0,0.5555555560000001,0.0,0.0,8.0,1.0,0.6667,1.0
36.0,2.0,5.0,0.0,3.0,7.0,0.0,1.0,2.0,2.0,0.0,21.0,1.0,0.0,0.95,0.666666667,0.0,0.0,9.0,1.0,0.5,0.0
37.0,2.0,1.0,0.0,5.0,11.0,0.0,1.0,4.0,2.0,0.0,39.0,1.0,1.0,0.0,0.666666667,0.0,0.0,18.0,1.0,0.5,0.0
38.0,3.0,1.0,0.0,3.0,21.0,1.0,1.0,2.0,1.0,0.5,88.0,1.0,0.0,0.0,0.5,0.0,0.0,28.0,5.0,1.6667,0.0
40.0,3.0,3.0,0.0,6.0,7.0,0.0,1.0,5.0,3.0,0.0,29.0,1.0,0.0,0.9090909090000001,0.533333333,0.0,0.0,8.333333332999999,1.0,0.6667,0.0
41.0,10.0,1.0,0.0,9.0,20.0,41.0,0.0,9.0,7.0,0.666666667,96.0,1.0,1.0,0.0,0.314285714,0.0,0.0,8.4,2.0,1.1,0.0
42.0,5.0,3.0,0.0,14.0,29.0,0.0,1.0,14.0,2.0,0.5,129.0,1.0,1.0,0.88,0.4375,1.0,1.0,24.4,5.0,1.4,0.0
43.0,2.0,5.0,0.0,2.0,5.0,1.0,0.0,2.0,1.0,2.0,15.0,0.0,0.0,0.975,0.625,1.0,1.0,6.5,1.0,0.5,0.0
44.0,3.0,1.0,0.0,5.0,12.0,0.0,1.0,4.0,3.0,0.25,54.0,1.0,1.0,0.0,0.46666666700000003,0.0,0.0,16.33333333,2.0,1.0,0.0
45.0,27.0,1.0,0.0,12.0,71.0,349.0,9.0,3.0,24.0,0.807692308,292.0,1.0,0.0,0.0,0.082840237,0.0,0.0,9.777777777999999,1.0,0.9259,1.0
