name.1,wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc,bugs
0.0,6.0,3.0,3.0,0.0,10.0,0.0,0.0,0.0,6.0,0.0,54.0,1.0,0.0,0.85,0.5555555560000001,1.0,2.0,7.833333333,3.0,1.0,0.0
1.0,63.0,2.0,3.0,27.0,225.0,793.0,7.0,20.0,42.0,0.8720800890000001,5680.0,0.896551724,6.0,0.678947368,0.15207373300000002,2.0,11.0,88.69841269999999,6.0,1.6984,0.0
2.0,1.0,5.0,0.0,1.0,2.0,0.0,1.0,0.0,1.0,2.0,6.0,0.0,0.0,1.0,1.0,0.0,0.0,5.0,0.0,0.0,1.0
3.0,21.0,4.0,0.0,2.0,25.0,210.0,0.0,2.0,21.0,2.0,120.0,0.0,0.0,0.8245614040000001,0.523809524,0.0,0.0,4.714285714,1.0,0.9524,0.0
4.0,25.0,3.0,3.0,13.0,67.0,34.0,3.0,11.0,14.0,0.638888889,1120.0,0.833333333,3.0,0.684931507,0.205,2.0,22.0,43.56,11.0,2.28,1.0
5.0,3.0,1.0,0.0,26.0,3.0,3.0,25.0,1.0,3.0,1.5,17.0,0.0,0.0,0.0,0.666666667,0.0,0.0,0.0,1.0,1.0,0.0
6.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
7.0,3.0,4.0,0.0,2.0,14.0,3.0,1.0,2.0,3.0,2.0,60.0,0.0,0.0,0.979166667,0.666666667,0.0,0.0,19.0,3.0,1.6667,0.0
8.0,7.0,4.0,0.0,3.0,10.0,21.0,0.0,3.0,7.0,2.0,39.0,0.0,0.0,0.931818182,0.571428571,1.0,6.0,4.571428571,1.0,0.8571,0.0
9.0,12.0,4.0,0.0,3.0,22.0,66.0,0.0,3.0,12.0,2.0,97.0,0.0,0.0,0.895238095,0.316666667,1.0,1.0,7.083333333,3.0,1.25,0.0
10.0,17.0,1.0,0.0,8.0,54.0,134.0,7.0,3.0,5.0,0.9375,867.0,0.0,1.0,0.0,0.2125,0.0,0.0,49.88235294,19.0,4.7059,0.0
11.0,25.0,2.0,5.0,14.0,68.0,34.0,5.0,11.0,14.0,0.638888889,1120.0,0.833333333,3.0,0.656716418,0.205,1.0,17.0,43.56,11.0,2.28,1.0
12.0,8.0,1.0,1.0,0.0,16.0,14.0,0.0,0.0,6.0,0.7857142859999999,117.0,1.0,0.0,0.0,0.571428571,0.0,0.0,13.125,1.0,0.75,1.0
13.0,18.0,2.0,0.0,6.0,35.0,0.0,6.0,1.0,1.0,0.6806722690000001,2128.0,0.14285714300000002,1.0,0.734375,0.36111111100000004,1.0,7.0,116.83333329999999,17.0,8.0,0.0
14.0,2.0,3.0,0.0,11.0,3.0,0.0,11.0,0.0,2.0,1.0,13.0,0.5,0.0,0.944444444,0.75,0.0,0.0,4.5,1.0,0.5,0.0
15.0,10.0,1.0,0.0,22.0,10.0,45.0,20.0,2.0,10.0,1.111111111,51.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,1.0,1.0,0.0
